idade,frequencia,nota_media,situacao_socioeconomica,distancia_escola,evasao
16,67,6.4,baixa,17,0
8,71,6.8,media,10,0
16,71,10.0,baixa,15,0
10,79,5.7,alta,15,1
12,56,8.6,media,6,0
17,97,6.9,alta,4,0
15,55,4.2,media,5,0
12,62,5.2,media,11,0
6,63,9.1,media,2,0
13,51,7.1,baixa,11,1
6,91,8.8,baixa,12,0
16,65,9.5,baixa,5,1
9,88,9.0,media,8,1
7,95,4.9,alta,14,0
10,82,4.8,baixa,1,0
11,50,7.4,baixa,18,0
9,79,7.1,media,10,0
17,60,4.7,baixa,14,0
9,63,6.5,media,3,0
12,86,5.3,baixa,11,0
16,86,6.0,baixa,4,0
9,84,5.8,baixa,14,0
7,63,5.3,baixa,9,1
9,97,8.7,alta,8,1
12,71,6.2,baixa,8,1
6,80,8.0,baixa,9,0
9,67,5.2,baixa,1,0
11,59,8.0,media,17,0
13,73,6.0,media,2,0
13,73,8.3,alta,11,0
14,81,8.2,media,18,0
10,86,8.4,baixa,11,1
7,83,9.1,media,10,0
8,59,7.1,baixa,8,0
7,95,6.8,baixa,11,0
14,63,7.7,media,18,0
11,72,8.4,baixa,2,1
16,81,7.9,alta,8,0
17,96,4.3,baixa,19,0
6,61,9.1,alta,10,0
8,90,8.1,media,8,0
12,73,8.8,baixa,8,1
12,83,8.9,alta,3,0
10,96,4.4,baixa,11,1
8,69,5.6,media,1,0
12,78,6.1,media,4,0
10,65,9.1,baixa,5,0
11,89,4.4,alta,13,0
8,99,6.5,baixa,3,0
11,91,9.4,alta,3,0
12,58,8.0,baixa,18,1
13,93,7.5,media,16,0
7,99,6.7,baixa,9,1
7,52,7.9,baixa,7,0
11,59,8.5,alta,12,0
13,89,9.5,alta,10,0
10,50,4.2,baixa,13,0
6,56,5.8,alta,6,0
16,80,9.3,media,8,0
6,90,9.7,media,5,0
15,62,4.2,baixa,5,0
14,71,6.7,alta,5,0
9,65,8.6,media,5,0
17,71,9.4,media,3,0
15,55,4.8,alta,1,0
6,95,5.6,media,19,0
16,50,6.8,media,4,0
13,51,6.7,alta,5,0
7,76,5.8,baixa,16,0
17,61,7.8,alta,19,0
7,55,9.4,baixa,2,0
6,51,8.2,baixa,15,0
6,86,6.4,media,8,0
14,59,6.5,baixa,16,0
6,66,9.4,baixa,7,1
11,66,9.1,baixa,7,0
17,55,7.9,baixa,15,0
12,50,4.5,baixa,2,0
9,69,7.1,media,14,0
10,67,8.3,media,14,0
9,58,5.3,alta,2,0
9,81,4.4,media,16,0
15,66,8.7,baixa,13,0
6,68,7.9,baixa,5,0
11,98,7.5,alta,1,0
15,62,4.1,media,8,0
15,50,9.9,baixa,18,0
12,94,5.2,baixa,14,0
12,87,9.6,baixa,18,0
13,93,8.7,baixa,2,0
12,87,7.8,alta,1,1
11,85,6.5,baixa,17,0
17,59,7.3,baixa,19,0
13,84,9.4,baixa,11,0
8,75,7.3,media,7,0
14,97,6.7,baixa,5,0
8,82,6.1,baixa,3,0
9,89,6.5,alta,1,1
15,57,5.1,alta,1,1
11,69,4.6,baixa,19,0
17,51,6.2,media,18,1
17,88,7.1,baixa,13,0
13,89,5.9,baixa,1,0
8,77,4.7,alta,1,1
15,78,9.2,media,3,0
11,74,8.8,baixa,11,0
10,75,6.3,alta,5,0
10,57,4.7,baixa,19,0
10,79,4.1,baixa,4,0
14,50,7.5,media,17,0
12,77,6.6,alta,7,0
17,79,7.3,alta,19,0
14,62,5.7,baixa,18,0
14,90,9.8,alta,19,0
11,98,8.5,baixa,8,0
11,70,9.4,baixa,17,0
9,70,7.4,baixa,12,0
13,89,8.4,media,14,1
7,60,8.9,baixa,18,0
10,76,4.5,baixa,10,0
6,54,5.9,baixa,4,1
15,62,4.1,baixa,18,0
7,61,6.5,alta,5,0
6,89,9.3,baixa,11,0
11,82,6.2,baixa,5,0
7,79,9.4,baixa,4,0
17,52,9.8,baixa,10,0
9,97,4.5,alta,6,1
10,72,4.7,baixa,5,0
12,80,9.3,media,9,0
15,55,4.2,baixa,9,0
6,60,8.2,baixa,7,0
17,86,6.8,baixa,3,0
16,88,8.1,media,4,0
10,96,5.2,media,2,0
9,94,8.5,alta,7,1
12,86,7.1,baixa,18,0
15,88,4.3,baixa,7,0
12,55,6.4,baixa,10,0
13,67,7.5,baixa,2,0
9,50,8.4,alta,9,1
9,67,7.5,media,4,0
15,60,9.1,baixa,5,1
10,91,7.5,media,19,1
10,55,4.4,baixa,15,0
16,54,4.1,baixa,15,0
8,73,8.3,baixa,13,0
10,51,5.0,media,18,0
10,97,4.1,baixa,4,0
13,84,10.0,baixa,12,1
12,83,6.0,baixa,8,0
13,91,4.7,baixa,8,0
10,51,8.6,media,10,0
17,61,5.6,baixa,17,0
16,51,6.2,baixa,17,0
7,96,6.5,alta,4,0
13,99,9.9,media,17,0
14,84,6.5,alta,7,0
7,78,9.9,media,3,1
6,82,4.3,media,9,0
17,54,5.3,baixa,15,0
11,92,6.0,media,1,0
8,92,4.5,baixa,3,0
6,82,8.2,media,2,0
11,88,4.4,baixa,18,1
17,62,5.3,baixa,1,0
13,80,9.3,baixa,6,0
14,85,5.8,media,8,0
11,68,6.9,baixa,7,0
17,74,5.6,media,13,0
11,92,4.2,media,7,1
6,84,4.9,alta,16,0
10,86,5.6,media,7,0
8,88,7.5,media,16,0
12,82,7.9,baixa,16,1
17,92,6.4,baixa,9,0
14,52,9.6,baixa,14,0
16,96,5.1,baixa,19,0
11,91,8.8,baixa,9,0
10,73,9.2,media,12,0
12,52,8.9,media,8,0
16,56,6.4,baixa,11,0
14,62,4.8,baixa,9,0
10,73,4.8,baixa,10,0
10,87,4.4,media,6,0
15,79,4.4,baixa,2,0
9,54,7.1,media,3,1
10,72,4.3,baixa,14,0
12,90,7.5,media,17,0
8,93,4.4,alta,10,0
9,76,8.8,media,8,1
14,67,4.5,media,5,0
17,89,7.5,baixa,13,0
7,69,8.9,baixa,1,0
13,55,6.8,baixa,16,0
14,79,8.6,media,7,0
10,99,7.3,baixa,13,0
12,55,8.0,baixa,6,0
11,99,6.6,baixa,18,0
6,66,4.2,baixa,18,0
13,92,9.0,media,3,1
14,85,9.3,baixa,2,0
15,64,6.0,media,14,0
16,66,5.5,media,12,0
6,74,5.3,alta,12,0
13,93,9.0,baixa,17,1
8,79,9.6,baixa,13,0
17,92,7.1,media,15,0
11,89,4.1,alta,17,0
15,66,7.7,baixa,9,0
13,54,5.4,baixa,15,0
10,93,6.6,media,12,0
13,97,8.3,alta,11,0
12,97,4.3,alta,1,0
12,98,7.7,media,9,1
12,91,5.1,alta,4,0
14,91,6.8,media,9,0
11,84,6.5,baixa,1,0
11,60,5.9,baixa,7,0
16,77,4.7,media,11,1
14,93,6.8,baixa,16,0
11,69,7.6,alta,5,0
12,51,7.5,baixa,11,0
12,90,8.6,baixa,8,0
7,82,5.9,alta,9,0
17,85,9.9,media,13,0
13,59,6.3,media,18,0
17,94,4.1,media,18,0
16,68,5.3,baixa,17,0
11,74,6.8,media,18,0
9,76,7.1,baixa,7,1
16,84,7.3,baixa,4,0
12,72,9.2,baixa,2,1
13,92,6.0,media,7,0
6,83,8.6,baixa,9,0
15,57,7.6,media,15,0
9,51,5.9,alta,9,0
9,74,8.4,baixa,17,0
15,58,5.7,alta,16,0
14,74,6.5,baixa,4,0
11,94,6.2,media,3,0
9,78,4.1,baixa,17,0
6,71,4.4,media,5,0
13,63,4.6,media,18,0
16,97,8.6,media,9,0
14,92,6.3,alta,10,1
10,97,7.8,media,15,0
10,60,9.4,baixa,1,1
15,99,7.1,alta,6,0
13,62,9.1,baixa,3,0
13,82,9.7,baixa,1,0
10,52,5.2,media,3,1
9,96,8.9,baixa,15,0
11,85,8.4,media,8,0
15,97,9.5,baixa,1,0
10,91,7.8,media,11,0
13,81,8.4,alta,11,0
14,85,6.0,baixa,11,0
6,92,5.2,media,18,0
14,85,6.6,baixa,8,1
14,84,8.4,alta,4,1
11,54,7.5,media,10,0
16,61,5.5,alta,9,0
15,68,5.9,media,2,0
10,89,9.1,baixa,15,0
12,76,8.8,baixa,17,0
16,84,7.9,baixa,8,0
13,59,7.8,alta,6,0
14,77,7.2,baixa,14,0
14,82,6.1,media,1,0
15,96,7.4,baixa,2,0
16,96,5.6,baixa,6,0
8,92,6.1,alta,14,1
13,85,9.8,media,14,0
6,84,8.1,alta,14,0
12,98,4.0,baixa,4,0
17,66,6.6,media,2,0
10,60,8.0,media,8,0
7,85,8.7,media,13,0
7,86,7.9,media,12,0
13,67,9.7,baixa,16,0
10,80,5.9,alta,4,0
17,84,9.5,baixa,13,0
16,77,7.7,alta,16,0
8,50,4.4,baixa,3,0
6,80,9.1,media,15,0
16,76,8.0,baixa,13,0
12,89,4.0,baixa,9,1
16,61,9.8,baixa,16,1
17,61,6.1,media,12,0
8,76,4.8,media,14,1
12,76,4.0,baixa,2,1
17,95,8.4,alta,17,0
7,66,8.2,alta,6,0
9,74,9.3,baixa,6,1
7,79,7.8,media,18,1
9,59,8.4,media,1,0
10,89,9.7,baixa,18,0
13,64,4.4,alta,12,0
7,68,9.8,baixa,19,0
15,53,4.0,media,2,0
8,64,7.2,baixa,15,0
15,86,5.5,baixa,1,0
17,64,4.7,media,17,0
10,82,5.4,baixa,17,1
16,62,9.5,media,8,0
17,66,6.2,media,2,0
17,68,8.2,baixa,8,0
14,62,5.0,media,18,0
15,55,7.9,baixa,11,1
16,89,8.0,baixa,13,0
10,79,4.5,baixa,9,1
14,85,6.0,alta,15,0
9,80,9.8,alta,14,0
15,62,7.0,media,15,0
10,73,9.3,baixa,3,0
14,78,6.1,media,8,0
9,98,8.3,baixa,18,0
10,95,6.2,baixa,17,0
10,51,7.2,media,3,1
9,65,10.0,alta,2,0
9,61,6.6,baixa,18,0
16,77,5.5,baixa,15,0
10,75,8.0,media,18,0
17,81,4.1,alta,2,0
11,91,5.9,media,4,0
12,53,8.2,baixa,18,0
11,54,6.4,alta,18,0
6,66,8.8,alta,9,0
7,69,7.1,alta,10,0
12,89,4.6,alta,4,0
8,78,8.8,baixa,8,0
17,74,9.8,baixa,1,0
15,67,4.4,media,15,0
16,71,9.9,baixa,11,1
7,57,5.8,baixa,18,0
11,89,7.4,media,4,0
16,96,4.5,alta,13,0
9,89,8.9,media,18,0
17,59,6.6,alta,11,0
16,66,6.6,baixa,15,0
10,95,9.6,alta,8,0
11,97,6.4,media,4,1
8,69,8.2,baixa,12,0
6,76,9.7,baixa,6,0
8,51,9.6,alta,3,0
8,78,8.9,alta,6,0
11,55,9.6,media,2,1
9,69,6.3,baixa,8,0
12,86,7.6,media,3,0
16,68,6.8,baixa,17,1
7,60,7.0,media,16,0
17,97,8.2,media,14,0
9,67,4.3,baixa,7,0
13,88,9.3,baixa,7,1
16,71,9.7,baixa,1,0
11,63,6.0,media,13,0
15,91,6.5,alta,2,0
8,55,9.5,media,15,0
15,70,5.5,media,17,0
17,57,9.5,baixa,2,0
7,67,9.0,alta,1,0
8,71,9.6,alta,3,0
6,55,5.3,baixa,18,0
6,84,8.4,media,3,0
7,84,5.8,media,15,0
8,95,8.7,media,9,0
14,94,8.8,baixa,19,0
13,58,4.7,baixa,13,0
17,65,4.3,alta,10,0
16,60,6.4,alta,12,1
16,97,9.0,media,1,0
14,70,5.1,alta,13,1
12,91,7.4,alta,6,0
12,72,4.6,baixa,18,0
10,94,4.7,alta,2,0
12,69,7.8,media,2,0
9,66,8.2,media,2,0
10,80,5.5,baixa,5,0
17,67,8.2,media,13,0
6,78,4.7,baixa,3,0
16,97,7.2,alta,2,0
9,81,6.5,baixa,17,1
8,57,6.5,baixa,13,0
7,99,4.3,alta,2,0
7,58,4.9,alta,19,0
13,95,9.2,baixa,7,0
6,55,9.8,media,12,0
13,54,5.2,media,19,0
14,94,8.7,media,10,0
11,62,9.8,baixa,10,1
6,74,6.6,baixa,2,1
15,80,8.6,baixa,16,0
17,83,7.7,alta,5,0
12,66,5.4,baixa,13,0
10,75,7.6,baixa,7,1
14,69,7.9,alta,11,0
12,99,9.8,baixa,14,0
10,55,4.8,baixa,3,0
7,81,9.1,baixa,13,0
9,82,6.4,media,19,0
7,69,9.1,baixa,7,0
14,96,5.0,media,19,0
7,60,6.4,media,16,1
7,96,8.6,media,13,0
7,59,5.9,alta,14,0
6,92,6.0,baixa,3,0
14,88,9.7,media,12,0
13,68,4.7,baixa,1,1
7,76,7.2,media,17,0
7,89,7.4,baixa,11,1
10,83,7.1,baixa,16,0
17,85,6.7,baixa,18,0
17,69,8.4,media,1,0
9,95,9.8,baixa,19,0
7,54,4.7,media,7,0
13,59,5.8,baixa,3,0
13,81,6.4,baixa,15,0
9,89,6.7,baixa,5,1
9,89,9.2,media,4,0
14,77,8.3,media,14,1
9,78,9.6,media,5,0
15,97,6.2,baixa,2,0
16,71,6.6,baixa,8,0
14,58,6.1,media,19,0
8,51,4.6,media,14,0
7,62,6.9,media,19,0
16,84,7.6,alta,13,0
13,76,6.9,alta,6,0
17,79,9.0,baixa,10,0
8,78,5.8,media,3,1
7,84,9.4,media,8,0
16,86,5.1,media,13,0
13,75,7.9,media,12,0
13,53,6.7,baixa,13,0
10,84,7.1,baixa,6,1
14,59,6.2,alta,9,1
16,69,5.0,alta,13,0
11,98,5.1,baixa,5,1
10,59,4.7,media,16,0
17,79,5.3,alta,2,0
8,60,4.1,baixa,2,1
12,65,4.3,alta,11,0
14,56,6.2,baixa,1,1
9,72,4.0,alta,16,0
16,89,9.4,media,16,0
12,50,9.2,baixa,2,1
17,94,8.4,baixa,18,0
8,56,9.3,alta,3,0
16,90,9.6,media,1,0
7,53,6.1,media,12,1
16,51,6.4,media,9,0
6,66,9.6,baixa,12,0
11,89,7.3,alta,16,0
10,58,7.8,media,19,0
7,60,9.2,media,13,1
8,93,9.9,baixa,7,0
14,68,7.6,media,5,0
8,63,9.1,baixa,14,1
12,64,9.4,baixa,19,0
6,96,9.9,media,3,0
12,57,5.4,alta,11,0
14,82,7.0,media,9,0
17,51,6.4,media,10,0
16,51,4.0,alta,4,0
13,69,4.8,baixa,14,0
12,72,4.5,alta,19,1
15,67,8.2,media,16,0
13,79,9.8,baixa,8,0
9,70,5.5,alta,10,0
7,85,9.2,baixa,1,0
16,52,9.6,media,12,0
14,66,6.4,baixa,17,0
8,73,5.0,media,9,0
16,87,9.7,baixa,4,0
9,53,9.8,alta,12,0
12,58,9.7,alta,7,0
7,82,4.5,baixa,2,1
13,83,4.1,media,15,1
17,94,6.4,alta,16,0
15,81,8.9,alta,14,0
13,57,7.2,baixa,10,0
17,97,6.5,media,4,0
10,99,7.9,media,2,0
14,64,8.6,media,11,0
13,80,6.3,baixa,18,1
6,54,4.5,baixa,3,0
14,91,9.7,baixa,13,0
10,91,7.3,media,3,0
14,78,5.0,baixa,2,0
14,63,5.2,alta,11,0
15,62,8.1,baixa,3,0
15,97,4.0,baixa,15,0
8,75,8.5,baixa,18,0
13,69,9.8,baixa,11,0
12,80,7.7,baixa,8,0
12,85,8.5,media,10,0
17,76,8.9,media,5,0
15,86,8.0,baixa,14,0
7,82,7.2,alta,15,0
7,78,8.8,baixa,5,1
7,76,5.2,media,16,0
16,53,8.2,baixa,9,0
7,60,5.5,media,16,0
9,74,9.3,alta,9,0
12,54,9.3,baixa,8,0
7,51,7.6,baixa,15,0
10,89,7.1,media,5,0
12,62,6.6,baixa,13,0
14,76,9.8,baixa,18,0
13,88,4.2,baixa,16,0
14,66,6.2,alta,18,0
12,80,5.2,media,9,0
8,60,5.9,media,19,1
6,58,7.1,baixa,14,0
15,60,8.3,media,7,0
12,56,7.7,baixa,19,0
16,86,8.7,baixa,14,1
11,55,8.5,baixa,7,0
7,79,5.3,alta,6,1
6,78,5.6,baixa,18,1
17,80,5.8,baixa,1,0
15,72,6.0,baixa,4,0
9,62,7.5,baixa,7,0
9,86,9.6,alta,13,0
11,61,8.8,baixa,15,0
16,94,7.5,alta,16,0
10,67,5.8,alta,17,0
14,61,4.5,baixa,6,0
13,52,8.2,alta,18,0
14,97,4.3,media,19,0
15,85,4.6,baixa,13,0
12,66,9.5,baixa,8,0
14,59,5.2,baixa,15,1
8,62,8.4,baixa,17,0
14,72,6.7,media,13,0
7,79,6.6,baixa,9,0
14,77,4.5,alta,10,0
11,72,7.5,baixa,17,0
9,54,8.9,alta,18,0
17,98,6.9,alta,4,0
17,79,7.2,baixa,18,0
16,58,7.1,alta,11,0
7,83,4.8,baixa,11,0
15,97,4.9,media,10,1
8,75,6.8,alta,3,1
10,66,8.3,baixa,3,0
14,83,7.8,baixa,3,1
12,53,6.1,media,18,0
16,63,6.4,baixa,11,0
17,51,9.9,baixa,9,0
16,97,6.4,media,12,0
8,55,5.5,media,4,0
9,58,6.3,media,11,0
17,73,7.6,baixa,12,0
16,63,4.8,media,1,0
7,62,5.2,media,6,0
13,60,5.0,alta,16,0
11,89,7.3,baixa,18,0
8,74,6.2,media,13,0
10,79,9.2,media,4,1
10,73,5.4,media,11,0
17,83,8.1,baixa,9,0
6,72,7.5,baixa,15,0
10,68,4.1,alta,8,0
11,50,6.1,baixa,17,0
15,64,5.0,baixa,18,0
15,90,6.0,media,4,0
16,95,5.4,alta,10,0
16,65,8.5,media,19,1
16,83,9.9,media,8,0
7,92,5.4,alta,6,0
8,50,8.7,alta,8,0
15,71,4.0,media,3,0
10,51,4.5,alta,4,0
8,98,6.2,alta,8,0
10,62,5.4,baixa,10,0
10,84,5.3,alta,3,0
13,70,5.9,baixa,5,0
15,90,8.8,baixa,10,1
14,57,4.9,baixa,13,0
13,78,5.8,alta,1,0
17,95,8.7,baixa,14,0
8,58,8.8,baixa,9,0
6,53,4.3,baixa,19,0
8,52,6.4,alta,10,0
6,92,6.6,baixa,15,1
16,53,9.8,baixa,3,0
14,76,8.0,baixa,7,0
17,86,5.3,baixa,7,0
8,95,5.8,media,16,0
13,79,8.2,baixa,6,0
11,64,8.0,alta,13,0
8,65,4.4,media,11,1
14,77,8.9,baixa,5,0
13,61,8.6,baixa,16,0
8,74,5.8,baixa,10,1
12,77,5.5,baixa,17,0
10,95,4.9,baixa,9,0
7,53,6.7,media,1,0
13,84,6.3,baixa,18,0
6,88,4.1,baixa,12,0
9,54,9.2,baixa,11,0
16,99,6.0,alta,1,0
16,78,5.1,media,4,0
17,66,6.9,baixa,11,0
9,80,8.9,media,11,0
15,61,9.0,media,9,0
10,85,6.1,alta,16,0
9,80,7.8,baixa,16,1
6,60,8.2,media,6,0
12,95,4.6,baixa,13,0
15,88,5.3,media,3,0
16,79,6.3,media,3,1
7,81,5.0,baixa,5,0
15,57,9.7,baixa,15,0
8,59,9.1,baixa,10,0
10,60,9.1,baixa,17,0
13,76,8.4,media,6,0
15,55,9.8,baixa,18,1
13,90,7.9,baixa,14,0
7,55,4.3,baixa,15,0
14,88,10.0,alta,9,0
11,79,5.6,media,17,0
14,67,8.2,media,8,0
9,88,4.5,baixa,11,0
8,88,8.2,media,9,1
10,63,9.7,media,2,0
10,64,5.1,media,16,0
9,99,6.1,media,16,0
12,85,9.0,baixa,11,0
13,72,6.9,baixa,10,1
10,85,6.6,baixa,8,1
14,74,6.8,media,2,0
12,58,5.4,baixa,12,1
12,86,8.1,baixa,8,0
13,73,8.3,media,19,1
17,68,8.3,baixa,11,0
9,85,4.8,media,4,0
15,83,8.0,baixa,8,0
11,60,9.8,baixa,15,0
10,97,6.9,media,18,0
6,84,4.4,baixa,15,0
14,77,6.7,alta,14,1
7,90,5.9,baixa,18,0
11,80,7.0,media,12,0
13,85,7.2,baixa,5,0
8,82,5.6,baixa,1,0
10,64,7.5,baixa,10,0
12,51,6.4,baixa,6,0
9,88,9.8,baixa,4,0
17,99,5.0,alta,4,0
10,76,6.4,alta,14,1
6,96,6.6,media,2,0
9,65,4.2,alta,12,0
12,52,8.4,media,17,0
17,76,7.9,baixa,8,0
15,81,8.1,alta,19,1
12,84,5.7,baixa,1,0
15,73,10.0,media,4,1
15,56,9.5,baixa,12,0
9,98,4.7,media,7,0
17,89,9.8,alta,10,0
11,68,9.9,baixa,2,0
10,54,6.9,baixa,11,0
6,88,5.8,baixa,2,0
13,57,9.3,baixa,1,0
17,74,8.8,media,15,0
12,71,7.3,baixa,9,0
10,51,9.2,baixa,16,0
15,89,6.8,media,18,0
15,95,7.3,baixa,18,0
12,59,8.6,baixa,4,0
15,67,4.4,baixa,18,0
8,74,5.8,media,5,0
13,99,6.2,baixa,6,0
10,65,6.0,baixa,18,0
7,64,9.8,baixa,12,0
7,56,8.0,baixa,1,0
9,61,4.5,baixa,7,0
12,81,6.2,baixa,5,0
15,52,5.0,baixa,10,0
9,50,9.5,baixa,6,0
14,92,7.2,baixa,8,0
7,72,7.4,baixa,11,0
11,84,4.8,baixa,10,0
9,50,4.5,media,16,0
11,93,5.2,alta,6,0
15,93,7.7,media,3,0
14,69,9.5,baixa,10,0
15,65,5.3,alta,5,0
17,86,4.1,media,13,0
14,94,5.5,baixa,1,0
14,84,6.1,baixa,16,1
14,86,4.5,baixa,2,0
8,50,4.6,baixa,5,0
17,96,7.1,media,10,0
16,83,7.7,baixa,6,0
14,70,8.8,alta,2,0
8,75,4.9,baixa,6,0
15,63,9.2,baixa,8,0
8,67,9.7,media,19,0
10,73,7.8,media,2,0
11,84,4.4,baixa,6,1
14,50,5.8,baixa,3,0
6,96,9.5,alta,12,0
13,92,4.1,alta,17,0
9,65,7.8,alta,11,0
15,95,6.5,baixa,19,0
12,88,6.9,alta,18,0
11,87,8.9,baixa,10,1
11,70,5.2,alta,1,0
12,73,4.2,baixa,13,0
9,75,9.4,baixa,4,0
11,96,6.3,media,19,0
8,95,8.8,baixa,8,0
10,88,6.7,alta,8,0
7,67,8.8,alta,3,0
8,90,8.1,media,15,1
14,73,7.6,media,12,0
11,93,6.1,baixa,18,0
8,77,5.7,baixa,7,0
7,69,4.6,baixa,14,1
10,88,7.9,alta,1,0
15,66,8.8,baixa,17,1
10,70,6.6,baixa,1,0
6,99,4.4,baixa,2,0
8,67,8.3,baixa,5,0
12,99,7.4,baixa,12,0
14,51,7.2,media,14,1
10,86,9.8,baixa,11,0
9,85,7.7,alta,17,0
8,66,9.5,baixa,12,0
15,92,9.9,baixa,12,0
14,55,4.0,baixa,11,0
12,84,5.0,baixa,16,0
17,89,7.3,baixa,9,0
12,83,9.4,alta,19,0
13,71,6.1,alta,1,0
15,86,9.7,alta,3,1
6,81,6.6,media,1,1
16,59,9.0,alta,6,0
9,55,5.9,media,17,0
10,62,9.3,baixa,2,0
10,55,5.4,alta,5,0
6,85,6.1,alta,2,0
8,82,9.0,media,1,0
7,51,9.9,baixa,16,0
17,65,9.4,alta,7,0
12,89,7.0,baixa,11,0
10,74,6.1,alta,18,0
8,69,5.5,media,5,0
16,76,6.9,media,18,1
13,95,8.2,baixa,8,0
6,64,8.7,media,4,0
6,89,9.9,media,16,0
11,59,4.8,media,11,0
6,87,7.9,baixa,11,0
9,76,5.5,baixa,15,0
11,66,7.7,media,8,0
6,71,4.9,baixa,12,0
14,88,4.8,baixa,6,0
9,63,9.4,baixa,11,0
14,98,4.4,media,19,0
14,92,5.0,baixa,2,0
11,77,9.6,baixa,15,0
12,57,4.1,alta,5,0
6,57,6.2,media,14,0
10,78,5.1,baixa,18,1
8,90,7.7,media,17,0
15,50,4.7,baixa,1,0
15,94,9.2,baixa,4,0
11,58,8.1,media,16,1
9,57,5.6,alta,13,0
14,53,4.1,baixa,16,0
12,70,9.3,baixa,10,0
9,54,7.1,baixa,19,0
16,90,9.2,alta,15,0
11,98,9.5,media,15,0
7,90,5.4,media,12,1
8,90,7.5,media,4,0
16,87,8.1,alta,12,0
12,72,5.9,baixa,12,0
16,72,5.7,alta,2,1
17,51,8.6,baixa,8,0
9,52,6.7,alta,1,0
17,60,9.5,baixa,14,0
15,77,5.2,alta,15,0
12,52,7.8,baixa,12,0
14,58,9.1,media,5,1
10,81,6.2,baixa,6,0
6,94,6.7,baixa,11,0
10,95,9.3,media,9,0
11,59,7.6,baixa,17,0
16,98,8.5,media,15,0
7,61,7.2,baixa,5,0
13,93,4.9,baixa,5,1
7,69,7.6,baixa,3,0
14,90,6.1,baixa,5,0
7,61,9.3,media,6,0
8,58,4.9,baixa,14,0
13,74,4.3,baixa,13,0
16,60,8.7,baixa,1,0
11,58,4.3,baixa,15,0
6,94,5.2,media,13,0
9,94,9.4,alta,14,0
10,62,7.5,media,19,0
16,62,5.3,media,12,1
8,56,4.6,alta,19,0
6,61,9.4,alta,5,0
8,90,5.3,media,18,0
14,72,9.7,baixa,10,1
7,76,4.0,baixa,6,1
6,77,7.4,baixa,19,0
12,80,7.9,baixa,14,0
12,83,4.2,media,14,0
10,61,9.5,alta,10,1
7,53,9.2,baixa,17,0
6,69,9.9,baixa,9,0
10,85,6.6,baixa,14,1
15,52,4.5,baixa,8,0
9,78,4.2,media,15,0
14,98,6.6,baixa,10,0
10,55,9.0,baixa,2,0
16,54,7.1,baixa,6,0
15,92,8.9,baixa,8,0
17,84,6.3,baixa,18,0
17,61,7.0,baixa,3,0
7,87,8.5,alta,8,0
9,96,6.5,baixa,4,0
17,69,9.3,baixa,6,0
14,74,9.0,media,19,0
13,81,5.0,baixa,17,1
8,52,7.8,media,4,0
13,95,6.9,media,5,0
7,50,6.9,baixa,12,0
8,50,5.0,media,16,0
10,51,6.5,baixa,18,0
16,62,7.0,baixa,9,0
17,67,7.8,alta,13,0
15,91,8.7,media,15,0
15,91,6.8,baixa,8,0
13,94,6.9,baixa,17,0
6,70,4.6,baixa,8,0
9,51,8.5,media,16,0
6,73,5.7,baixa,9,0
6,55,4.2,baixa,4,1
17,52,8.1,baixa,2,0
10,99,9.9,baixa,13,1
11,63,5.3,baixa,11,0
6,80,8.8,baixa,3,0
16,79,9.7,baixa,5,0
11,58,5.6,baixa,6,0
10,50,8.4,baixa,12,0
9,87,4.0,baixa,4,0
15,96,4.1,baixa,9,0
10,78,5.8,alta,7,0
13,74,5.0,baixa,14,0
14,88,8.5,baixa,17,0
16,69,6.1,baixa,16,1
17,61,5.2,baixa,6,0
7,83,4.8,alta,8,0
11,71,6.3,baixa,3,0
8,93,7.5,media,12,0
7,63,6.8,baixa,3,1
17,77,8.0,media,14,0
6,56,7.9,baixa,1,0
9,55,4.7,baixa,8,0
13,85,5.1,baixa,11,0
8,81,5.7,media,11,0
10,94,5.7,alta,2,0
15,75,6.0,baixa,16,1
10,55,9.8,media,10,0
10,83,7.8,alta,10,1
16,92,9.1,baixa,1,0
14,97,7.2,media,10,0
13,99,9.5,media,1,0
13,78,5.1,baixa,5,0
6,55,6.2,baixa,10,0
6,50,5.0,baixa,3,0
7,57,7.6,baixa,16,0
13,57,4.3,baixa,12,1
15,75,6.7,media,15,0
6,71,5.8,baixa,9,1
9,94,9.2,media,7,0
14,65,5.7,alta,1,0
7,59,8.8,baixa,16,0
8,66,4.6,alta,5,0
16,94,8.0,baixa,10,0
11,57,5.2,baixa,4,0
16,99,9.5,alta,19,0
15,69,6.9,baixa,5,0
8,98,5.3,alta,1,0
9,50,4.9,media,6,0
14,93,6.3,baixa,2,0
14,80,6.7,media,8,0
15,71,9.6,media,18,0
10,92,7.8,baixa,3,0
12,74,9.9,baixa,7,0
14,61,5.0,baixa,6,0
13,78,7.7,baixa,7,0
16,51,7.0,baixa,5,0
12,63,9.0,media,19,0
17,99,4.7,baixa,12,1
13,73,7.2,media,12,0
10,74,4.9,baixa,7,0
10,96,4.8,baixa,8,0
10,73,9.7,baixa,8,1
6,61,5.1,baixa,14,0
11,52,5.4,baixa,12,0
10,64,8.3,media,15,0
13,94,4.9,baixa,2,1
13,59,9.4,media,2,0
7,59,4.8,baixa,6,0
16,89,5.8,media,15,0
11,91,5.6,baixa,9,0
17,76,4.3,baixa,19,0
